date_id,grid_id,year,month,par
"[76, 2007, 01]",76,2007,1.0,
"[77, 2007, 01]",77,2007,1.0,
"[78, 2007, 01]",78,2007,1.0,
"[79, 2007, 01]",79,2007,1.0,
"[80, 2007, 01]",80,2007,1.0,
"[81, 2007, 01]",81,2007,1.0,
"[82, 2007, 01]",82,2007,1.0,
"[83, 2007, 01]",83,2007,1.0,
"[84, 2007, 01]",84,2007,1.0,
"[85, 2007, 01]",85,2007,1.0,
"[86, 2007, 01]",86,2007,1.0,
"[87, 2007, 01]",87,2007,1.0,
"[88, 2007, 01]",88,2007,1.0,
"[89, 2007, 01]",89,2007,1.0,
"[90, 2007, 01]",90,2007,1.0,
"[91, 2007, 01]",91,2007,1.0,
"[92, 2007, 01]",92,2007,1.0,
"[93, 2007, 01]",93,2007,1.0,
"[94, 2007, 01]",94,2007,1.0,
"[95, 2007, 01]",95,2007,1.0,
"[96, 2007, 01]",96,2007,1.0,
"[97, 2007, 01]",97,2007,1.0,
"[98, 2007, 01]",98,2007,1.0,
"[99, 2007, 01]",99,2007,1.0,
"[100, 2007, 01]",100,2007,1.0,
"[101, 2007, 01]",101,2007,1.0,
"[102, 2007, 01]",102,2007,1.0,
"[103, 2007, 01]",103,2007,1.0,
"[104, 2007, 01]",104,2007,1.0,
"[105, 2007, 01]",105,2007,1.0,
"[106, 2007, 01]",106,2007,1.0,
"[107, 2007, 01]",107,2007,1.0,
"[108, 2007, 01]",108,2007,1.0,
"[109, 2007, 01]",109,2007,1.0,
"[110, 2007, 01]",110,2007,1.0,
"[111, 2007, 01]",111,2007,1.0,
"[112, 2007, 01]",112,2007,1.0,
"[113, 2007, 01]",113,2007,1.0,
"[114, 2007, 01]",114,2007,1.0,
"[115, 2007, 01]",115,2007,1.0,
"[116, 2007, 01]",116,2007,1.0,
"[117, 2007, 01]",117,2007,1.0,
"[118, 2007, 01]",118,2007,1.0,
"[119, 2007, 01]",119,2007,1.0,
"[120, 2007, 01]",120,2007,1.0,
"[121, 2007, 01]",121,2007,1.0,
"[122, 2007, 01]",122,2007,1.0,
"[123, 2007, 01]",123,2007,1.0,
"[124, 2007, 01]",124,2007,1.0,
"[125, 2007, 01]",125,2007,1.0,
"[126, 2007, 01]",126,2007,1.0,
"[127, 2007, 01]",127,2007,1.0,
"[128, 2007, 01]",128,2007,1.0,
"[129, 2007, 01]",129,2007,1.0,
"[130, 2007, 01]",130,2007,1.0,
"[131, 2007, 01]",131,2007,1.0,
"[132, 2007, 01]",132,2007,1.0,
"[133, 2007, 01]",133,2007,1.0,
"[134, 2007, 01]",134,2007,1.0,
"[135, 2007, 01]",135,2007,1.0,
"[136, 2007, 01]",136,2007,1.0,
"[137, 2007, 01]",137,2007,1.0,
"[138, 2007, 01]",138,2007,1.0,
"[139, 2007, 01]",139,2007,1.0,
"[140, 2007, 01]",140,2007,1.0,
"[141, 2007, 01]",141,2007,1.0,
"[142, 2007, 01]",142,2007,1.0,
"[143, 2007, 01]",143,2007,1.0,
"[1, 2007, 02]",1,2007,2.0,
"[2, 2007, 02]",2,2007,2.0,
"[3, 2007, 02]",3,2007,2.0,
"[4, 2007, 02]",4,2007,2.0,
"[5, 2007, 02]",5,2007,2.0,
"[6, 2007, 02]",6,2007,2.0,
"[7, 2007, 02]",7,2007,2.0,
"[8, 2007, 02]",8,2007,2.0,
"[9, 2007, 02]",9,2007,2.0,
"[10, 2007, 02]",10,2007,2.0,
"[11, 2007, 02]",11,2007,2.0,
"[12, 2007, 02]",12,2007,2.0,
"[13, 2007, 02]",13,2007,2.0,
"[14, 2007, 02]",14,2007,2.0,
"[15, 2007, 02]",15,2007,2.0,
"[16, 2007, 02]",16,2007,2.0,
"[17, 2007, 02]",17,2007,2.0,
"[18, 2007, 02]",18,2007,2.0,
"[19, 2007, 02]",19,2007,2.0,
"[20, 2007, 02]",20,2007,2.0,
"[21, 2007, 02]",21,2007,2.0,
"[22, 2007, 02]",22,2007,2.0,
"[23, 2007, 02]",23,2007,2.0,
"[24, 2007, 02]",24,2007,2.0,
"[25, 2007, 02]",25,2007,2.0,
"[26, 2007, 02]",26,2007,2.0,
"[27, 2007, 02]",27,2007,2.0,
"[28, 2007, 02]",28,2007,2.0,
"[29, 2007, 02]",29,2007,2.0,
"[30, 2007, 02]",30,2007,2.0,
"[31, 2007, 02]",31,2007,2.0,
"[32, 2007, 02]",32,2007,2.0,
"[33, 2007, 02]",33,2007,2.0,
"[34, 2007, 02]",34,2007,2.0,
"[35, 2007, 02]",35,2007,2.0,
"[36, 2007, 02]",36,2007,2.0,
"[37, 2007, 02]",37,2007,2.0,
"[38, 2007, 02]",38,2007,2.0,
"[39, 2007, 02]",39,2007,2.0,
"[40, 2007, 02]",40,2007,2.0,
"[41, 2007, 02]",41,2007,2.0,
"[42, 2007, 02]",42,2007,2.0,
"[43, 2007, 02]",43,2007,2.0,
"[44, 2007, 02]",44,2007,2.0,
"[45, 2007, 02]",45,2007,2.0,
"[46, 2007, 02]",46,2007,2.0,
"[47, 2007, 02]",47,2007,2.0,
"[48, 2007, 02]",48,2007,2.0,
"[49, 2007, 02]",49,2007,2.0,
"[50, 2007, 02]",50,2007,2.0,
"[51, 2007, 02]",51,2007,2.0,
"[52, 2007, 02]",52,2007,2.0,
"[53, 2007, 02]",53,2007,2.0,
"[54, 2007, 02]",54,2007,2.0,
"[55, 2007, 02]",55,2007,2.0,
"[56, 2007, 02]",56,2007,2.0,
"[57, 2007, 02]",57,2007,2.0,
"[58, 2007, 02]",58,2007,2.0,
"[59, 2007, 02]",59,2007,2.0,
"[60, 2007, 02]",60,2007,2.0,
"[61, 2007, 02]",61,2007,2.0,
"[62, 2007, 02]",62,2007,2.0,
"[63, 2007, 02]",63,2007,2.0,
"[64, 2007, 02]",64,2007,2.0,
"[65, 2007, 02]",65,2007,2.0,
"[66, 2007, 02]",66,2007,2.0,
"[67, 2007, 02]",67,2007,2.0,
"[68, 2007, 02]",68,2007,2.0,
"[69, 2007, 02]",69,2007,2.0,
"[70, 2007, 02]",70,2007,2.0,
"[71, 2007, 02]",71,2007,2.0,
"[72, 2007, 02]",72,2007,2.0,
"[73, 2007, 02]",73,2007,2.0,
"[74, 2007, 02]",74,2007,2.0,
"[75, 2007, 02]",75,2007,2.0,
"[76, 2007, 02]",76,2007,2.0,
"[77, 2007, 02]",77,2007,2.0,
"[78, 2007, 02]",78,2007,2.0,
"[79, 2007, 02]",79,2007,2.0,
"[80, 2007, 02]",80,2007,2.0,
"[81, 2007, 02]",81,2007,2.0,
"[82, 2007, 02]",82,2007,2.0,
"[83, 2007, 02]",83,2007,2.0,
"[84, 2007, 02]",84,2007,2.0,
"[85, 2007, 02]",85,2007,2.0,
"[86, 2007, 02]",86,2007,2.0,
"[87, 2007, 02]",87,2007,2.0,
"[88, 2007, 02]",88,2007,2.0,
"[89, 2007, 02]",89,2007,2.0,
"[90, 2007, 02]",90,2007,2.0,
"[91, 2007, 02]",91,2007,2.0,
"[92, 2007, 02]",92,2007,2.0,
"[93, 2007, 02]",93,2007,2.0,
"[94, 2007, 02]",94,2007,2.0,
"[95, 2007, 02]",95,2007,2.0,
"[96, 2007, 02]",96,2007,2.0,
"[97, 2007, 02]",97,2007,2.0,
"[98, 2007, 02]",98,2007,2.0,
"[99, 2007, 02]",99,2007,2.0,
"[100, 2007, 02]",100,2007,2.0,
"[101, 2007, 02]",101,2007,2.0,
"[102, 2007, 02]",102,2007,2.0,
"[103, 2007, 02]",103,2007,2.0,
"[104, 2007, 02]",104,2007,2.0,
"[105, 2007, 02]",105,2007,2.0,
"[106, 2007, 02]",106,2007,2.0,
"[107, 2007, 02]",107,2007,2.0,
"[108, 2007, 02]",108,2007,2.0,
"[109, 2007, 02]",109,2007,2.0,
"[110, 2007, 02]",110,2007,2.0,
"[111, 2007, 02]",111,2007,2.0,
"[112, 2007, 02]",112,2007,2.0,
"[113, 2007, 02]",113,2007,2.0,
"[114, 2007, 02]",114,2007,2.0,
"[115, 2007, 02]",115,2007,2.0,
"[116, 2007, 02]",116,2007,2.0,
"[117, 2007, 02]",117,2007,2.0,
"[118, 2007, 02]",118,2007,2.0,
"[119, 2007, 02]",119,2007,2.0,
"[120, 2007, 02]",120,2007,2.0,
"[121, 2007, 02]",121,2007,2.0,
"[122, 2007, 02]",122,2007,2.0,
"[123, 2007, 02]",123,2007,2.0,
"[124, 2007, 02]",124,2007,2.0,
"[125, 2007, 02]",125,2007,2.0,
"[126, 2007, 02]",126,2007,2.0,
"[127, 2007, 02]",127,2007,2.0,
"[128, 2007, 02]",128,2007,2.0,
"[129, 2007, 02]",129,2007,2.0,
"[130, 2007, 02]",130,2007,2.0,
"[131, 2007, 02]",131,2007,2.0,
"[132, 2007, 02]",132,2007,2.0,
"[133, 2007, 02]",133,2007,2.0,
"[134, 2007, 02]",134,2007,2.0,
"[135, 2007, 02]",135,2007,2.0,
"[136, 2007, 02]",136,2007,2.0,
"[137, 2007, 02]",137,2007,2.0,
"[138, 2007, 02]",138,2007,2.0,
"[139, 2007, 02]",139,2007,2.0,
"[140, 2007, 02]",140,2007,2.0,
"[141, 2007, 02]",141,2007,2.0,
"[142, 2007, 02]",142,2007,2.0,
"[143, 2007, 02]",143,2007,2.0,
"[1, 2007, 03]",1,2007,3.0,
"[2, 2007, 03]",2,2007,3.0,
"[3, 2007, 03]",3,2007,3.0,
"[4, 2007, 03]",4,2007,3.0,
"[5, 2007, 03]",5,2007,3.0,
"[6, 2007, 03]",6,2007,3.0,
"[7, 2007, 03]",7,2007,3.0,
"[8, 2007, 03]",8,2007,3.0,
"[9, 2007, 03]",9,2007,3.0,
"[10, 2007, 03]",10,2007,3.0,
"[11, 2007, 03]",11,2007,3.0,
"[12, 2007, 03]",12,2007,3.0,
"[13, 2007, 03]",13,2007,3.0,
"[14, 2007, 03]",14,2007,3.0,
"[15, 2007, 03]",15,2007,3.0,
"[16, 2007, 03]",16,2007,3.0,
"[17, 2007, 03]",17,2007,3.0,
"[18, 2007, 03]",18,2007,3.0,
"[19, 2007, 03]",19,2007,3.0,
"[20, 2007, 03]",20,2007,3.0,
"[21, 2007, 03]",21,2007,3.0,
"[22, 2007, 03]",22,2007,3.0,
"[23, 2007, 03]",23,2007,3.0,
"[24, 2007, 03]",24,2007,3.0,
"[25, 2007, 03]",25,2007,3.0,
"[26, 2007, 03]",26,2007,3.0,
"[27, 2007, 03]",27,2007,3.0,
"[28, 2007, 03]",28,2007,3.0,
"[29, 2007, 03]",29,2007,3.0,
"[30, 2007, 03]",30,2007,3.0,
"[31, 2007, 03]",31,2007,3.0,
"[32, 2007, 03]",32,2007,3.0,
"[33, 2007, 03]",33,2007,3.0,
"[34, 2007, 03]",34,2007,3.0,
"[35, 2007, 03]",35,2007,3.0,
"[36, 2007, 03]",36,2007,3.0,
"[37, 2007, 03]",37,2007,3.0,
"[38, 2007, 03]",38,2007,3.0,
"[39, 2007, 03]",39,2007,3.0,
"[40, 2007, 03]",40,2007,3.0,
"[41, 2007, 03]",41,2007,3.0,
"[42, 2007, 03]",42,2007,3.0,
"[43, 2007, 03]",43,2007,3.0,
"[44, 2007, 03]",44,2007,3.0,
"[45, 2007, 03]",45,2007,3.0,
"[46, 2007, 03]",46,2007,3.0,
"[47, 2007, 03]",47,2007,3.0,
"[48, 2007, 03]",48,2007,3.0,
"[49, 2007, 03]",49,2007,3.0,
"[50, 2007, 03]",50,2007,3.0,
"[51, 2007, 03]",51,2007,3.0,
"[52, 2007, 03]",52,2007,3.0,
"[53, 2007, 03]",53,2007,3.0,
"[54, 2007, 03]",54,2007,3.0,
"[55, 2007, 03]",55,2007,3.0,
"[56, 2007, 03]",56,2007,3.0,
"[57, 2007, 03]",57,2007,3.0,
"[58, 2007, 03]",58,2007,3.0,
"[59, 2007, 03]",59,2007,3.0,
"[60, 2007, 03]",60,2007,3.0,
"[61, 2007, 03]",61,2007,3.0,
"[62, 2007, 03]",62,2007,3.0,
"[63, 2007, 03]",63,2007,3.0,
"[64, 2007, 03]",64,2007,3.0,
"[65, 2007, 03]",65,2007,3.0,
"[66, 2007, 03]",66,2007,3.0,
"[67, 2007, 03]",67,2007,3.0,
"[68, 2007, 03]",68,2007,3.0,
"[69, 2007, 03]",69,2007,3.0,
"[70, 2007, 03]",70,2007,3.0,
"[71, 2007, 03]",71,2007,3.0,
"[72, 2007, 03]",72,2007,3.0,
"[73, 2007, 03]",73,2007,3.0,
"[74, 2007, 03]",74,2007,3.0,
"[75, 2007, 03]",75,2007,3.0,
"[76, 2007, 03]",76,2007,3.0,
"[77, 2007, 03]",77,2007,3.0,
"[78, 2007, 03]",78,2007,3.0,
"[79, 2007, 03]",79,2007,3.0,
"[80, 2007, 03]",80,2007,3.0,
"[81, 2007, 03]",81,2007,3.0,
"[82, 2007, 03]",82,2007,3.0,
"[83, 2007, 03]",83,2007,3.0,
"[84, 2007, 03]",84,2007,3.0,
"[85, 2007, 03]",85,2007,3.0,
"[86, 2007, 03]",86,2007,3.0,
"[87, 2007, 03]",87,2007,3.0,
"[88, 2007, 03]",88,2007,3.0,
"[89, 2007, 03]",89,2007,3.0,
"[90, 2007, 03]",90,2007,3.0,
"[91, 2007, 03]",91,2007,3.0,
"[92, 2007, 03]",92,2007,3.0,
"[93, 2007, 03]",93,2007,3.0,
"[94, 2007, 03]",94,2007,3.0,
"[95, 2007, 03]",95,2007,3.0,
"[96, 2007, 03]",96,2007,3.0,
"[97, 2007, 03]",97,2007,3.0,
"[98, 2007, 03]",98,2007,3.0,
"[99, 2007, 03]",99,2007,3.0,
"[100, 2007, 03]",100,2007,3.0,
"[101, 2007, 03]",101,2007,3.0,
"[102, 2007, 03]",102,2007,3.0,
"[103, 2007, 03]",103,2007,3.0,
"[104, 2007, 03]",104,2007,3.0,
"[105, 2007, 03]",105,2007,3.0,
"[106, 2007, 03]",106,2007,3.0,
"[107, 2007, 03]",107,2007,3.0,
"[108, 2007, 03]",108,2007,3.0,
"[109, 2007, 03]",109,2007,3.0,
"[110, 2007, 03]",110,2007,3.0,
"[111, 2007, 03]",111,2007,3.0,
"[112, 2007, 03]",112,2007,3.0,
"[113, 2007, 03]",113,2007,3.0,
"[114, 2007, 03]",114,2007,3.0,
"[115, 2007, 03]",115,2007,3.0,
"[116, 2007, 03]",116,2007,3.0,
"[117, 2007, 03]",117,2007,3.0,
"[118, 2007, 03]",118,2007,3.0,
"[119, 2007, 03]",119,2007,3.0,
"[120, 2007, 03]",120,2007,3.0,
"[121, 2007, 03]",121,2007,3.0,
"[122, 2007, 03]",122,2007,3.0,
"[123, 2007, 03]",123,2007,3.0,
"[124, 2007, 03]",124,2007,3.0,
"[125, 2007, 03]",125,2007,3.0,
"[126, 2007, 03]",126,2007,3.0,
"[127, 2007, 03]",127,2007,3.0,
"[128, 2007, 03]",128,2007,3.0,
"[129, 2007, 03]",129,2007,3.0,
"[130, 2007, 03]",130,2007,3.0,
"[131, 2007, 03]",131,2007,3.0,
"[132, 2007, 03]",132,2007,3.0,
"[133, 2007, 03]",133,2007,3.0,
"[134, 2007, 03]",134,2007,3.0,
"[135, 2007, 03]",135,2007,3.0,
"[136, 2007, 03]",136,2007,3.0,
"[137, 2007, 03]",137,2007,3.0,
"[138, 2007, 03]",138,2007,3.0,
"[139, 2007, 03]",139,2007,3.0,
"[140, 2007, 03]",140,2007,3.0,
"[141, 2007, 03]",141,2007,3.0,
"[142, 2007, 03]",142,2007,3.0,
"[143, 2007, 03]",143,2007,3.0,
"[1, 2007, 04]",1,2007,4.0,
"[2, 2007, 04]",2,2007,4.0,
"[3, 2007, 04]",3,2007,4.0,
"[4, 2007, 04]",4,2007,4.0,
"[5, 2007, 04]",5,2007,4.0,
"[6, 2007, 04]",6,2007,4.0,
"[7, 2007, 04]",7,2007,4.0,
"[8, 2007, 04]",8,2007,4.0,
"[9, 2007, 04]",9,2007,4.0,
"[10, 2007, 04]",10,2007,4.0,
"[11, 2007, 04]",11,2007,4.0,
"[12, 2007, 04]",12,2007,4.0,
"[13, 2007, 04]",13,2007,4.0,
"[14, 2007, 04]",14,2007,4.0,
"[15, 2007, 04]",15,2007,4.0,
"[16, 2007, 04]",16,2007,4.0,
"[17, 2007, 04]",17,2007,4.0,
"[18, 2007, 04]",18,2007,4.0,
"[19, 2007, 04]",19,2007,4.0,
"[20, 2007, 04]",20,2007,4.0,
"[21, 2007, 04]",21,2007,4.0,
"[22, 2007, 04]",22,2007,4.0,
"[23, 2007, 04]",23,2007,4.0,
"[24, 2007, 04]",24,2007,4.0,
"[25, 2007, 04]",25,2007,4.0,
"[26, 2007, 04]",26,2007,4.0,
"[27, 2007, 04]",27,2007,4.0,
"[28, 2007, 04]",28,2007,4.0,
"[29, 2007, 04]",29,2007,4.0,
"[30, 2007, 04]",30,2007,4.0,
"[31, 2007, 04]",31,2007,4.0,
"[32, 2007, 04]",32,2007,4.0,
"[33, 2007, 04]",33,2007,4.0,
"[34, 2007, 04]",34,2007,4.0,
"[35, 2007, 04]",35,2007,4.0,
"[36, 2007, 04]",36,2007,4.0,
"[37, 2007, 04]",37,2007,4.0,
"[38, 2007, 04]",38,2007,4.0,
"[39, 2007, 04]",39,2007,4.0,
"[40, 2007, 04]",40,2007,4.0,
"[41, 2007, 04]",41,2007,4.0,
"[42, 2007, 04]",42,2007,4.0,
"[43, 2007, 04]",43,2007,4.0,
"[44, 2007, 04]",44,2007,4.0,
"[45, 2007, 04]",45,2007,4.0,
"[46, 2007, 04]",46,2007,4.0,
"[47, 2007, 04]",47,2007,4.0,
"[48, 2007, 04]",48,2007,4.0,
"[49, 2007, 04]",49,2007,4.0,
"[50, 2007, 04]",50,2007,4.0,
"[51, 2007, 04]",51,2007,4.0,
"[52, 2007, 04]",52,2007,4.0,
"[53, 2007, 04]",53,2007,4.0,
"[54, 2007, 04]",54,2007,4.0,
"[55, 2007, 04]",55,2007,4.0,
"[56, 2007, 04]",56,2007,4.0,
"[57, 2007, 04]",57,2007,4.0,
"[58, 2007, 04]",58,2007,4.0,
"[59, 2007, 04]",59,2007,4.0,
"[60, 2007, 04]",60,2007,4.0,
"[61, 2007, 04]",61,2007,4.0,
"[62, 2007, 04]",62,2007,4.0,
"[63, 2007, 04]",63,2007,4.0,
"[64, 2007, 04]",64,2007,4.0,
"[65, 2007, 04]",65,2007,4.0,
"[66, 2007, 04]",66,2007,4.0,
"[67, 2007, 04]",67,2007,4.0,
"[68, 2007, 04]",68,2007,4.0,
"[69, 2007, 04]",69,2007,4.0,
"[70, 2007, 04]",70,2007,4.0,
"[71, 2007, 04]",71,2007,4.0,
"[72, 2007, 04]",72,2007,4.0,
"[73, 2007, 04]",73,2007,4.0,
"[74, 2007, 04]",74,2007,4.0,
"[75, 2007, 04]",75,2007,4.0,
"[76, 2007, 04]",76,2007,4.0,
"[77, 2007, 04]",77,2007,4.0,
"[78, 2007, 04]",78,2007,4.0,
"[79, 2007, 04]",79,2007,4.0,
"[80, 2007, 04]",80,2007,4.0,
"[81, 2007, 04]",81,2007,4.0,
"[82, 2007, 04]",82,2007,4.0,
"[83, 2007, 04]",83,2007,4.0,
"[84, 2007, 04]",84,2007,4.0,
"[85, 2007, 04]",85,2007,4.0,
"[86, 2007, 04]",86,2007,4.0,
"[87, 2007, 04]",87,2007,4.0,
"[88, 2007, 04]",88,2007,4.0,
"[89, 2007, 04]",89,2007,4.0,
"[90, 2007, 04]",90,2007,4.0,
"[91, 2007, 04]",91,2007,4.0,
"[92, 2007, 04]",92,2007,4.0,
"[93, 2007, 04]",93,2007,4.0,
"[94, 2007, 04]",94,2007,4.0,
"[95, 2007, 04]",95,2007,4.0,
"[96, 2007, 04]",96,2007,4.0,
"[97, 2007, 04]",97,2007,4.0,
"[98, 2007, 04]",98,2007,4.0,
"[99, 2007, 04]",99,2007,4.0,
"[100, 2007, 04]",100,2007,4.0,
"[101, 2007, 04]",101,2007,4.0,
"[102, 2007, 04]",102,2007,4.0,
"[103, 2007, 04]",103,2007,4.0,
"[104, 2007, 04]",104,2007,4.0,
"[105, 2007, 04]",105,2007,4.0,
"[106, 2007, 04]",106,2007,4.0,
"[107, 2007, 04]",107,2007,4.0,
"[108, 2007, 04]",108,2007,4.0,
"[109, 2007, 04]",109,2007,4.0,
"[110, 2007, 04]",110,2007,4.0,
"[111, 2007, 04]",111,2007,4.0,
"[112, 2007, 04]",112,2007,4.0,
"[113, 2007, 04]",113,2007,4.0,
"[114, 2007, 04]",114,2007,4.0,
"[115, 2007, 04]",115,2007,4.0,
"[116, 2007, 04]",116,2007,4.0,
"[117, 2007, 04]",117,2007,4.0,
"[118, 2007, 04]",118,2007,4.0,
"[119, 2007, 04]",119,2007,4.0,
"[120, 2007, 04]",120,2007,4.0,
"[121, 2007, 04]",121,2007,4.0,
"[122, 2007, 04]",122,2007,4.0,
"[123, 2007, 04]",123,2007,4.0,
"[124, 2007, 04]",124,2007,4.0,
"[125, 2007, 04]",125,2007,4.0,
"[126, 2007, 04]",126,2007,4.0,
"[127, 2007, 04]",127,2007,4.0,
"[128, 2007, 04]",128,2007,4.0,
"[129, 2007, 04]",129,2007,4.0,
"[130, 2007, 04]",130,2007,4.0,
"[131, 2007, 04]",131,2007,4.0,
"[132, 2007, 04]",132,2007,4.0,
"[133, 2007, 04]",133,2007,4.0,
"[134, 2007, 04]",134,2007,4.0,
"[135, 2007, 04]",135,2007,4.0,
"[136, 2007, 04]",136,2007,4.0,
"[137, 2007, 04]",137,2007,4.0,
"[138, 2007, 04]",138,2007,4.0,
"[139, 2007, 04]",139,2007,4.0,
"[140, 2007, 04]",140,2007,4.0,
"[141, 2007, 04]",141,2007,4.0,
"[142, 2007, 04]",142,2007,4.0,
"[143, 2007, 04]",143,2007,4.0,
"[1, 2007, 05]",1,2007,5.0,
"[2, 2007, 05]",2,2007,5.0,
"[3, 2007, 05]",3,2007,5.0,
"[4, 2007, 05]",4,2007,5.0,
"[5, 2007, 05]",5,2007,5.0,
"[6, 2007, 05]",6,2007,5.0,
"[7, 2007, 05]",7,2007,5.0,
"[8, 2007, 05]",8,2007,5.0,
"[9, 2007, 05]",9,2007,5.0,
"[10, 2007, 05]",10,2007,5.0,
"[11, 2007, 05]",11,2007,5.0,
"[12, 2007, 05]",12,2007,5.0,
"[13, 2007, 05]",13,2007,5.0,
"[14, 2007, 05]",14,2007,5.0,
"[15, 2007, 05]",15,2007,5.0,
"[16, 2007, 05]",16,2007,5.0,
"[17, 2007, 05]",17,2007,5.0,
"[18, 2007, 05]",18,2007,5.0,
"[19, 2007, 05]",19,2007,5.0,
"[20, 2007, 05]",20,2007,5.0,
"[21, 2007, 05]",21,2007,5.0,
"[22, 2007, 05]",22,2007,5.0,
"[23, 2007, 05]",23,2007,5.0,
"[24, 2007, 05]",24,2007,5.0,
"[25, 2007, 05]",25,2007,5.0,
"[26, 2007, 05]",26,2007,5.0,
"[27, 2007, 05]",27,2007,5.0,
"[28, 2007, 05]",28,2007,5.0,
"[29, 2007, 05]",29,2007,5.0,
"[30, 2007, 05]",30,2007,5.0,
"[31, 2007, 05]",31,2007,5.0,
"[32, 2007, 05]",32,2007,5.0,
"[33, 2007, 05]",33,2007,5.0,
"[34, 2007, 05]",34,2007,5.0,
"[35, 2007, 05]",35,2007,5.0,
"[36, 2007, 05]",36,2007,5.0,
"[37, 2007, 05]",37,2007,5.0,
"[38, 2007, 05]",38,2007,5.0,
"[39, 2007, 05]",39,2007,5.0,
"[40, 2007, 05]",40,2007,5.0,
"[41, 2007, 05]",41,2007,5.0,
"[42, 2007, 05]",42,2007,5.0,
"[43, 2007, 05]",43,2007,5.0,
"[44, 2007, 05]",44,2007,5.0,
"[45, 2007, 05]",45,2007,5.0,
"[46, 2007, 05]",46,2007,5.0,
"[47, 2007, 05]",47,2007,5.0,
"[48, 2007, 05]",48,2007,5.0,
"[49, 2007, 05]",49,2007,5.0,
"[50, 2007, 05]",50,2007,5.0,
"[51, 2007, 05]",51,2007,5.0,
"[52, 2007, 05]",52,2007,5.0,
"[53, 2007, 05]",53,2007,5.0,
"[54, 2007, 05]",54,2007,5.0,
"[55, 2007, 05]",55,2007,5.0,
"[56, 2007, 05]",56,2007,5.0,
"[57, 2007, 05]",57,2007,5.0,
"[58, 2007, 05]",58,2007,5.0,
"[59, 2007, 05]",59,2007,5.0,
"[60, 2007, 05]",60,2007,5.0,
"[61, 2007, 05]",61,2007,5.0,
"[62, 2007, 05]",62,2007,5.0,
"[63, 2007, 05]",63,2007,5.0,
